"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-05",,,,,,,"0.0",",,T",,,"737.0",",,T","-0.9",",,T","2.8",",,T","-5.5",",,T","-0.4",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-06",,,,,,,"0.0",",,T",,,"737.0",",,T","-2.0",",,T","0.5",",,T","-7.0",",,T","-6.7",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-07",,,,,,,"0.0",",,T",,,"737.0",",,T","-9.1",",,T","-2.0",",,T","-13.3",",,T","-10.4",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-08",,,,,,,"0.0",",,T",,,"711.0",",,T","-5.5",",,T","4.0",",,T","-12.1",",,T","-3.9",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-09",,,,,,,"0.0",",,T",,,"711.0",",,T","-2.0",",,T","2.6",",,T","-5.5",",,T","-5.0",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-10",,,,,,,"0.0",",,T",,,"711.0",",,T","-3.3",",,T","3.4",",,T","-6.6",",,T","-5.4",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-11",,,,,,,"0.0",",,T",,,"686.0",",,T","0.3",",,T","8.5",",,T","-6.5",",,T","4.9",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-12",,,,,,,"0.0",",,T",,,"686.0",",,T","3.7",",,T","6.2",",,T","-0.7",",,T","0.6",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-13",,,,,,,"0.0",",,T",,,"686.0",",,T","-0.1",",,T","4.2",",,T","-4.4",",,T","-4.1",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-14",,,,,,,"0.0",",,T",,,"711.0",",,T","-4.7",",,T","0.0",",,T","-9.7",",,T","-9.2",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-15",,,,,,,"0.0",",,T",,,"686.0",",,T","-3.0",",,T","5.8",",,T","-10.0",",,T","-1.0",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-16",,,,,,,"0.0",",,T",,,"686.0",",,T","2.7",",,T","7.3",",,T","-1.2",",,T","2.2",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-17",,,,,,,"0.0",",,T",,,"660.0",",,T","0.6",",,T","4.7",",,T","-2.6",",,T","-1.3",",,T","170.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-18",,,,,,,"17.8",",,T",,,"813.0",",,T","-2.8",",,T","-1.1",",,T","-4.2",",,T","-2.6",",,T","190.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-19",,,,,,,"17.8",",,T",,,"991.0",",,T","-4.0",",,T","-1.6",",,T","-5.1",",,T","-4.9",",,T","208.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-20",,,,,,,"7.6",",,T",,,"965.0",",,T","-4.8",",,T","-0.4",",,T","-7.4",",,T","-5.2",",,T","210.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-21",,,,,,,"25.4",",,T",,,"1143.0",",,T","-4.6",",,T","-3.3",",,T","-5.6",",,T","-4.3",",,T","236.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-22",,,,,,,"38.1",",,T",,,"1448.0",",,T","-5.2",",,T","-3.0",",,T","-7.1",",,T","-7.0",",,T","274.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-23",,,,,,,"10.2",",,T",,,"1448.0",",,T","-7.9",",,T","-6.4",",,T","-9.0",",,T","-9.1",",,T","284.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-24",,,,,,,"0.0",",,T",,,"1372.0",",,T","-9.9",",,T","-5.8",",,T","-13.9",",,T","-12.8",",,T","284.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-25",,,,,,,"0.0",",,T",,,"1295.0",",,T","-7.2",",,T","-0.2",",,T","-13.0",",,T","-6.4",",,T","284.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-26",,,,,,,"7.6",",,T",,,"1321.0",",,T","-2.9",",,T","0.1",",,T","-6.9",",,T","-5.8",",,T","292.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-27",,,,,,,"5.1",",,T",,,"1372.0",",,T","-3.5",",,T","-0.2",",,T","-6.0",",,T","-4.3",",,T","297.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-28",,,,,,,"0.0",",,T",,,"1295.0",",,T","-5.1",",,T","2.7",",,T","-9.9",",,T","-9.7",",,T","297.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-29",,,,,,,"0.0",",,T",,,"1245.0",",,T","-5.1",",,T","6.5",",,T","-10.5",",,T","-7.0",",,T","297.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-30",,,,,,,"5.1",",,T",,,"1270.0",",,T","-3.2",",,T","2.4",",,T","-8.0",",,T","-4.1",",,T","302.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-01-31",,,,,,,"12.7",",,T",,,"1422.0",",,T","-5.0",",,T","-2.6",",,T","-6.5",",,T","-6.3",",,T","315.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-01",,,,,,,"0.0",",,T",,,"1346.0",",,T","-7.0",",,T","-0.3",",,T","-11.1",",,T","-8.3",",,T","315.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-02",,,,,,,"5.1",",,T",,,"1295.0",",,T","-2.3",",,T","4.2",",,T","-8.7",",,T","-3.8",",,T","315.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-03",,,,,,,"0.0",",,T",,,"1245.0",",,T","-3.1",",,T","4.2",",,T","-6.4",",,T","-5.7",",,T","317.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-04",,,,,,,"0.0",",,T",,,"1245.0",",,T","-5.0",",,T","0.1",",,T","-9.1",",,T","-6.3",",,T","317.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-05",,,,,,,"5.1",",,T",,,"1194.0",",,T","-1.9",",,T","1.0",",,T","-6.3",",,T","-2.5",",,T","320.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-06",,,,,,,"2.5",",,T",,,"1245.0",",,T","-1.9",",,T","2.6",",,T","-4.5",",,T","-3.1",",,T","322.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-07",,,,,,,"0.0",",,T",,,"1219.0",",,T","-4.0",",,T","2.4",",,T","-11.8",",,T","-11.8",",,T","322.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-08",,,,,,,"0.0",",,T",,,"1219.0",",,T","-9.3",",,T","-1.1",",,T","-13.9",",,T","-13.3",",,T","322.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-09",,,,,,,"0.0",",,T",,,"1194.0",",,T","-9.8",",,T","-0.6",",,T","-14.2",",,T","-11.1",",,T","322.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-10",,,,,,,"2.5",",,T",,,"1168.0",",,T","-6.7",",,T","-1.0",",,T","-12.3",",,T","-6.6",",,T","325.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-11",,,,,,,"2.5",",,T",,,"1219.0",",,T","-5.9",",,T","-3.3",",,T","-8.6",",,T","-6.7",",,T","327.7",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-12",,,,,,,"5.1",",,T",,,"1245.0",",,T","-3.5",",,T","-1.3",",,T","-7.6",",,T","-1.6",",,T","330.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-13",,,,,,,"5.1",",,T",,,"1295.0",",,T","-3.1",",,T","-1.5",",,T","-4.8",",,T","-4.7",",,T","337.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-14",,,,,,,"0.0",",,T",,,"1270.0",",,T","-3.9",",,T","0.3",",,T","-7.2",",,T","-5.1",",,T","337.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-15",,,,,,,"2.5",",,T",,,"1270.0",",,T","-2.9",",,T","0.1",",,T","-7.6",",,T","-7.5",",,T","340.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-16",,,,,,,"0.0",",,T",,,"1245.0",",,T","-4.8",",,T","1.6",",,T","-9.2",",,T","-7.2",",,T","340.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-17",,,,,,,"0.0",",,T",,,"1219.0",",,T","-4.0",",,T","0.8",",,T","-7.5",",,T","-4.6",",,T","340.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-18",,,,,,,"0.0",",,T",,,"1245.0",",,T","-5.1",",,T","0.1",",,T","-11.7",",,T","-11.6",",,T","342.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-19",,,,,,,"0.0",",,T",,,"1270.0",",,T","-7.3",",,T","-1.7",",,T","-12.2",",,T","-11.7",",,T","345.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-20",,,,,,,"2.5",",,T",,,"1270.0",",,T","-9.2",",,T","-2.8",",,T","-12.5",",,T","-11.4",",,T","348.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-21",,,,,,,"0.0",",,T",,,"1321.0",",,T","-10.5",",,T","-5.5",",,T","-16.9",",,T","-16.4",",,T","348.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-22",,,,,,,"0.0",",,T",,,"1295.0",",,T","-12.4",",,T","-6.9",",,T","-16.8",",,T","-13.3",",,T","348.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-23",,,,,,,"5.1",",,T",,,"1245.0",",,T","-7.2",",,T","1.7",",,T","-15.2",",,T","-1.4",",,T","350.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-24",,,,,,,"5.1",",,T",,,"1321.0",",,T","-2.7",",,T","-0.5",",,T","-4.2",",,T","-4.0",",,T","360.7",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-25",,,,,,,"5.1",",,T",,,"1422.0",",,T","-5.1",",,T","-2.5",",,T","-8.9",",,T","-8.9",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-26",,,,,,,"5.1",",,T",,,"1346.0",",,T","-3.9",",,T","3.5",",,T","-12.5",",,T","-3.5",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-27",,,,,,,"0.0",",,T",,,"1295.0",",,T","-1.3",",,T","2.5",",,T","-5.1",",,T","-4.7",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-02-28",,,,,,,"0.0",",,T",,,"1295.0",",,T","-3.4",",,T","1.4",",,T","-7.8",",,T","-6.9",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-01",,,,,,,"0.0",",,T",,,"1245.0",",,T","-2.6",",,T","4.0",",,T","-8.5",",,T","-0.8",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-02",,,,,,,"2.5",",,T",,,"1219.0",",,T","0.5",",,T","5.0",",,T","-2.5",",,T","-0.8",",,T","365.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-03",,,,,,,"5.1",",,T",,,"1270.0",",,T","-0.8",",,T","2.9",",,T","-2.7",",,T","-1.8",",,T","375.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-04",,,,,,,"5.1",",,T",,,"1448.0",",,T","-2.7",",,T","-0.3",",,T","-6.1",",,T","-6.1",",,T","388.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-05",,,,,,,"7.6",",,T",,,"1575.0",",,T","-4.8",",,T","1.2",",,T","-9.8",",,T","-9.6",",,T","396.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-06",,,,,,,"7.6",",,T",,,"1499.0",",,T","-2.8",",,T","2.9",",,T","-10.0",",,T","-3.0",",,T","398.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-07",,,,,,,"5.1",",,T",,,"1499.0",",,T","-1.9",",,T","2.8",",,T","-6.0",",,T","-5.9",",,T","406.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-08",,,,,,,"2.5",",,T",,,"1473.0",",,T","-2.6",",,T","2.0",",,T","-6.3",",,T","-2.4",",,T","406.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-09",,,,,,,"2.5",",,T",,,"1422.0",",,T","-2.2",",,T","5.4",",,T","-7.0",",,T","-7.0",",,T","411.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-10",,,,,,,"0.0",",,T",,,"1422.0",",,T","-8.6",",,T","-4.6",",,T","-14.1",",,T","-14.0",",,T","411.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-11",,,,,,,"0.0",",,T",,,"1422.0",",,T","-9.2",",,T","-1.4",",,T","-15.6",",,T","-10.6",",,T","411.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-12",,,,,,,"5.1",",,T",,,"1346.0",",,T","-1.2",",,T","6.8",",,T","-11.3",",,T","0.8",",,T","414.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-13",,,,,,,"7.6",",,T",,,"1524.0",",,T","-2.4",",,T","1.2",",,T","-5.8",",,T","-4.4",",,T","429.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-14",,,,,,,"0.0",",,T",,,"1499.0",",,T","-3.3",",,T","0.2",",,T","-7.4",",,T","-7.0",",,T","431.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-15",,,,,,,"2.5",",,T",,,"1397.0",",,T","-1.3",",,T","8.5",",,T","-7.1",",,T","-5.9",",,T","431.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-16",,,,,,,"2.5",",,T",,,"1346.0",",,T","0.2",",,T","9.2",",,T","-7.2",",,T","-2.0",",,T","431.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-17",,,,,,,"0.0",",,T",,,"1295.0",",,T","3.6",",,T","11.5",",,T","-3.5",",,T","2.4",",,T","431.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-18",,,,,,,"0.0",",,T",,,"1295.0",",,T","-0.3",",,T","5.8",",,T","-4.7",",,T","-4.7",",,T","431.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-19",,,,,,,"0.0",",,T",,,"1346.0",",,T","-6.3",",,T","-1.3",",,T","-12.4",",,T","-12.3",",,T","434.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-20",,,,,,,"0.0",",,T",,,"1321.0",",,T","-6.1",",,T","1.7",",,T","-13.8",",,T","-5.8",",,T","436.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-21",,,,,,,"0.0",",,T",,,"1270.0",",,T","1.7",",,T","9.3",",,T","-6.7",",,T","1.7",",,T","436.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-22",,,,,,,"2.5",",,T",,,"1321.0",",,T","0.2",",,T","5.3",",,T","-6.1",",,T","-5.9",",,T","436.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-23",,,,,,,"2.5",",,T",,,"1270.0",",,T","-5.0",",,T","-1.2",",,T","-9.0",",,T","-8.1",",,T","436.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-24",,,,,,,"2.5",",,T",,,"1245.0",",,T","-2.5",",,T","5.4",",,T","-10.1",",,T","-1.0",",,T","439.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-25",,,,,,,"2.5",",,T",,,"1270.0",",,T","-1.2",",,T","4.0",",,T","-5.4",",,T","-5.4",",,T","439.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-26",,,,,,,"7.6",",,T",,,"1422.0",",,T","-5.6",",,T","-2.6",",,T","-10.4",",,T","-10.2",",,T","449.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-27",,,,,,,"0.0",",,T",,,"1346.0",",,T","-5.4",",,T","3.0",",,T","-10.7",",,T","-10.2",",,T","449.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-28",,,,,,,"0.0",",,T",,,"1270.0",",,T","-0.9",",,T","8.8",",,T","-10.4",",,T","2.5",",,T","449.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-29",,,,,,,"0.0",",,T",,,"1245.0",",,T","5.8",",,T","9.3",",,T","1.8",",,T","5.3",",,T","449.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-30",,,,,,,"0.0",",,T",,,"1270.0",",,T","2.8",",,T","8.0",",,T","-3.9",",,T","-3.9",",,T","449.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-03-31",,,,,,,"22.9",",,T",,,"1473.0",",,T","-3.0",",,T","-0.7",",,T","-6.4",",,T","-6.3",",,T","475.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-01",,,,,,,"7.6",",,T",,,"1549.0",",,T","-7.2",",,T","-2.9",",,T","-9.1",",,T","-8.8",",,T","485.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-02",,,,,,,"5.1",",,T",,,"1473.0",",,T","-5.4",",,T","0.4",",,T","-9.2",",,T","-4.0",",,T","490.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-03",,,,,,,"15.2",",,T",,,"1651.0",",,T","-5.3",",,T","-1.0",",,T","-8.1",",,T","-6.3",",,T","505.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-04",,,,,,,"12.7",",,T",,,"1702.0",",,T","-3.6",",,T","2.4",",,T","-11.6",",,T","-1.5",",,T","518.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-05",,,,,,,"27.9",",,T",,,"2083.0",",,T","-3.2",",,T","-0.5",",,T","-8.0",",,T","-8.0",",,T","571.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-06",,,,,,,"12.7",",,T",,,"2134.0",",,T","-7.5",",,T","-5.4",",,T","-9.3",",,T","-9.4",",,T","596.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-07",,,,,,,"20.3",",,T",,,"1981.0",",,T","-6.6",",,T","1.6",",,T","-12.6",",,T","-9.4",",,T","596.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-08",,,,,,,"5.1",",,T",,,"1854.0",",,T","0.6",",,T","9.1",",,T","-9.8",",,T","3.1",",,T","604.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-09",,,,,,,"0.0",",,T",,,"1803.0",",,T","-1.2",",,T","4.6",",,T","-8.7",",,T","-8.0",",,T","599.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-10",,,,,,,"2.5",",,T",,,"1753.0",",,T","3.0",",,T","9.2",",,T","-8.9",",,T","4.4",",,T","596.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-11",,,,,,,"2.5",",,T",,,"1702.0",",,T","6.5",",,T","10.4",",,T","3.6",",,T","5.4",",,T","596.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-12",,,,,,,"2.5",",,T",,,"1778.0",",,T","2.5",",,T","7.8",",,T","-3.4",",,T","-3.2",",,T","599.4",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-13",,,,,,,"7.6",",,T",,,"1803.0",",,T","-2.5",",,T","2.9",",,T","-6.4",",,T","-6.2",",,T","609.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-14",,,,,,,"0.0",",,T",,,"1702.0",",,T","-0.4",",,T","8.0",",,T","-8.3",",,T","-2.1",",,T","612.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-15",,,,,,,"2.5",",,T",,,"1626.0",",,T","4.8",",,T","11.9",",,T","-3.2",",,T","6.2",",,T","604.5",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-16",,,,,,,"0.0",",,T",,,"1575.0",",,T","7.6",",,T","13.4",",,T","3.9",",,T","5.7",",,T","591.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-17",,,,,,,"0.0",",,T",,,"1524.0",",,T","5.3",",,T","10.7",",,T","0.4",",,T","0.6",",,T","574.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-18",,,,,,,"0.0",",,T",,,"1448.0",",,T","6.7",",,T","13.9",",,T","0.4",",,T","4.1",",,T","553.7",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-19",,,,,,,"0.0",",,T",,,"1372.0",",,T","7.8",",,T","15.3",",,T","1.6",",,T","7.8",",,T","528.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-20",,,,,,,"0.0",",,T",,,"1295.0",",,T","8.2",",,T","12.9",",,T","2.1",",,T","7.1",",,T","502.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-21",,,,,,,"5.1",",,T",,,"1270.0",",,T","4.1",",,T","7.9",",,T","0.5",",,T","0.8",",,T","495.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-22",,,,,,,"0.0",",,T",,,"1270.0",",,T","-0.9",",,T","4.4",",,T","-4.7",",,T","-4.5",",,T","495.3",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-23",,,,,,,"5.1",",,T",,,"1295.0",",,T","-1.6",",,T","0.9",",,T","-4.7",",,T","-2.6",",,T","492.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-24",,,,,,,"0.0",",,T",,,"1219.0",",,T","1.5",",,T","7.0",",,T","-5.3",",,T","1.2",",,T","490.2",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-25",,,,,,,"2.5",",,T",,,"1194.0",",,T","1.7",",,T","4.3",",,T","-0.4",",,T","-0.1",",,T","480.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-26",,,,,,,"0.0",",,T",,,"1143.0",",,T","2.1",",,T","8.8",",,T","-3.3",",,T","0.9",",,T","454.7",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-27",,,,,,,"2.5",",,T",,,"1067.0",",,T","7.8",",,T","11.6",",,T","0.7",",,T","7.4",",,T","436.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-28",,,,,,,"5.1",",,T",,,"1194.0",",,T","-3.0",",,T","7.5",",,T","-6.5",",,T","-6.3",",,T","442.0",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-29",,,,,,,"15.2",",,T",,,"1473.0",",,T","-5.9",",,T","-2.8",",,T","-7.5",",,T","-6.1",",,T","469.9",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-04-30",,,,,,,"12.7",",,T",,,"1524.0",",,T","-4.0",",,T","-1.2",",,T","-6.1",",,T","-3.4",",,T","482.6",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-05-01",,,,,,,"5.1",",,T",,,"1549.0",",,T","-2.8",",,T","0.4",",,T","-5.2",",,T","-5.2",",,T","497.8",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-05-02",,,,,,,"15.2",",,T",,,"1575.0",",,T","-3.0",",,T","1.1",",,T","-5.6",",,T","-1.2",",,T","513.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-05-03",,,,,,,"5.1",",,T",,,"1397.0",",,T","3.9",",,T","9.2",",,T","-3.3",",,T","6.4",",,T","513.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-05-04",,,,,,,"2.5",",,T",,,"1372.0",",,T","0.1",",,T","6.7",",,T","-3.6",",,T","-3.1",",,T","513.1",",,T"
"USS0011J57S","BRIGHTON, UT US","40.6","-111.58","2667.0","2010-05-05",,,,,,,"0.0",",,T",,,"1321.0",",,T","3.3",",,T","10.2",",,T","-3.2",",,T","-2.7",",,T","502.9",",,T"
